"Participant","Condition","Condition_name","SOA","Repetitions","Count","Relative"
0,0,"probe orentation contrst 0, luminance RGB (88,88,88)",-100,10,10,1
0,0,"probe orentation contrst 0, luminance RGB (88,88,88)",-50,10,8,0.8
0,0,"probe orentation contrst 0, luminance RGB (88,88,88)",0,20,11,0.55
0,0,"probe orentation contrst 0, luminance RGB (88,88,88)",50,10,4,0.4
0,0,"probe orentation contrst 0, luminance RGB (88,88,88)",100,10,1,0.1
0,1,"probe orentation contrst 15, luminance RGB (88,88,88)",-100,10,9,0.9
0,1,"probe orentation contrst 15, luminance RGB (88,88,88)",-50,10,7,0.7
0,1,"probe orentation contrst 15, luminance RGB (88,88,88)",0,20,9,0.45
0,1,"probe orentation contrst 15, luminance RGB (88,88,88)",50,10,0,0
0,1,"probe orentation contrst 15, luminance RGB (88,88,88)",100,10,1,0.1
0,2,"probe orentation contrst 30, luminance RGB (88,88,88)",-100,10,10,1
0,2,"probe orentation contrst 30, luminance RGB (88,88,88)",-50,10,7,0.7
0,2,"probe orentation contrst 30, luminance RGB (88,88,88)",0,20,9,0.45
0,2,"probe orentation contrst 30, luminance RGB (88,88,88)",50,10,3,0.3
0,2,"probe orentation contrst 30, luminance RGB (88,88,88)",100,10,2,0.2
0,3,"probe orentation contrst 60, luminance RGB (88,88,88)",-100,10,9,0.9
0,3,"probe orentation contrst 60, luminance RGB (88,88,88)",-50,10,8,0.8
0,3,"probe orentation contrst 60, luminance RGB (88,88,88)",0,20,12,0.6
0,3,"probe orentation contrst 60, luminance RGB (88,88,88)",50,10,7,0.7
0,3,"probe orentation contrst 60, luminance RGB (88,88,88)",100,10,3,0.3
0,4,"probe orentation contrst 0, luminance RGB (120,120,120)",-100,10,9,0.9
0,4,"probe orentation contrst 0, luminance RGB (120,120,120)",-50,10,7,0.7
0,4,"probe orentation contrst 0, luminance RGB (120,120,120)",0,20,9,0.45
0,4,"probe orentation contrst 0, luminance RGB (120,120,120)",50,10,4,0.4
0,4,"probe orentation contrst 0, luminance RGB (120,120,120)",100,10,1,0.1
0,5,"probe orentation contrst 15, luminance RGB (120,120,120)",-100,10,9,0.9
0,5,"probe orentation contrst 15, luminance RGB (120,120,120)",-50,10,8,0.8
0,5,"probe orentation contrst 15, luminance RGB (120,120,120)",0,20,10,0.5
0,5,"probe orentation contrst 15, luminance RGB (120,120,120)",50,10,7,0.7
0,5,"probe orentation contrst 15, luminance RGB (120,120,120)",100,10,1,0.1
0,6,"probe orentation contrst 30, luminance RGB (120,120,120)",-100,10,10,1
0,6,"probe orentation contrst 30, luminance RGB (120,120,120)",-50,10,7,0.7
0,6,"probe orentation contrst 30, luminance RGB (120,120,120)",0,20,7,0.35
0,6,"probe orentation contrst 30, luminance RGB (120,120,120)",50,10,6,0.6
0,6,"probe orentation contrst 30, luminance RGB (120,120,120)",100,10,0,0
0,7,"probe orentation contrst 60, luminance RGB (120,120,120)",-100,10,7,0.7
0,7,"probe orentation contrst 60, luminance RGB (120,120,120)",-50,10,7,0.7
0,7,"probe orentation contrst 60, luminance RGB (120,120,120)",0,20,10,0.5
0,7,"probe orentation contrst 60, luminance RGB (120,120,120)",50,10,4,0.4
0,7,"probe orentation contrst 60, luminance RGB (120,120,120)",100,10,3,0.3
0,8,"probe orentation contrst 0, luminance RGB (152,152,152)",-100,10,9,0.9
0,8,"probe orentation contrst 0, luminance RGB (152,152,152)",-50,10,8,0.8
0,8,"probe orentation contrst 0, luminance RGB (152,152,152)",0,20,14,0.7
0,8,"probe orentation contrst 0, luminance RGB (152,152,152)",50,10,6,0.6
0,8,"probe orentation contrst 0, luminance RGB (152,152,152)",100,10,2,0.2
0,9,"probe orentation contrst 15, luminance RGB (152,152,152)",-100,10,8,0.8
0,9,"probe orentation contrst 15, luminance RGB (152,152,152)",-50,10,8,0.8
0,9,"probe orentation contrst 15, luminance RGB (152,152,152)",0,20,10,0.5
0,9,"probe orentation contrst 15, luminance RGB (152,152,152)",50,10,2,0.2
0,9,"probe orentation contrst 15, luminance RGB (152,152,152)",100,10,2,0.2
0,10,"probe orentation contrst 30, luminance RGB (152,152,152)",-100,10,10,1
0,10,"probe orentation contrst 30, luminance RGB (152,152,152)",-50,10,8,0.8
0,10,"probe orentation contrst 30, luminance RGB (152,152,152)",0,20,11,0.55
0,10,"probe orentation contrst 30, luminance RGB (152,152,152)",50,10,5,0.5
0,10,"probe orentation contrst 30, luminance RGB (152,152,152)",100,10,2,0.2
0,11,"probe orentation contrst 60, luminance RGB (152,152,152)",-100,10,8,0.8
0,11,"probe orentation contrst 60, luminance RGB (152,152,152)",-50,10,10,1
0,11,"probe orentation contrst 60, luminance RGB (152,152,152)",0,20,11,0.55
0,11,"probe orentation contrst 60, luminance RGB (152,152,152)",50,10,5,0.5
0,11,"probe orentation contrst 60, luminance RGB (152,152,152)",100,10,3,0.3
0,12,"probe orentation contrst 0, luminance RGB (224,224,224)",-100,10,9,0.9
0,12,"probe orentation contrst 0, luminance RGB (224,224,224)",-50,10,6,0.6
0,12,"probe orentation contrst 0, luminance RGB (224,224,224)",0,20,12,0.6
0,12,"probe orentation contrst 0, luminance RGB (224,224,224)",50,10,6,0.6
0,12,"probe orentation contrst 0, luminance RGB (224,224,224)",100,10,1,0.1
0,13,"probe orentation contrst 15, luminance RGB (224,224,224)",-100,10,8,0.8
0,13,"probe orentation contrst 15, luminance RGB (224,224,224)",-50,10,6,0.6
0,13,"probe orentation contrst 15, luminance RGB (224,224,224)",0,20,15,0.75
0,13,"probe orentation contrst 15, luminance RGB (224,224,224)",50,10,8,0.8
0,13,"probe orentation contrst 15, luminance RGB (224,224,224)",100,10,3,0.3
0,14,"probe orentation contrst 30, luminance RGB (224,224,224)",-100,10,9,0.9
0,14,"probe orentation contrst 30, luminance RGB (224,224,224)",-50,10,7,0.7
0,14,"probe orentation contrst 30, luminance RGB (224,224,224)",0,20,11,0.55
0,14,"probe orentation contrst 30, luminance RGB (224,224,224)",50,10,5,0.5
0,14,"probe orentation contrst 30, luminance RGB (224,224,224)",100,10,6,0.6
0,15,"probe orentation contrst 60, luminance RGB (224,224,224)",-100,10,8,0.8
0,15,"probe orentation contrst 60, luminance RGB (224,224,224)",-50,10,8,0.8
0,15,"probe orentation contrst 60, luminance RGB (224,224,224)",0,20,13,0.65
0,15,"probe orentation contrst 60, luminance RGB (224,224,224)",50,10,6,0.6
0,15,"probe orentation contrst 60, luminance RGB (224,224,224)",100,10,1,0.1
9,0,"probe orentation contrst 0, luminance RGB (88,88,88)",-100,10,10,1
9,0,"probe orentation contrst 0, luminance RGB (88,88,88)",-50,10,10,1
9,0,"probe orentation contrst 0, luminance RGB (88,88,88)",0,20,9,0.45
9,0,"probe orentation contrst 0, luminance RGB (88,88,88)",50,10,1,0.1
9,0,"probe orentation contrst 0, luminance RGB (88,88,88)",100,10,0,0
9,1,"probe orentation contrst 15, luminance RGB (88,88,88)",-100,10,10,1
9,1,"probe orentation contrst 15, luminance RGB (88,88,88)",-50,10,9,0.9
9,1,"probe orentation contrst 15, luminance RGB (88,88,88)",0,20,12,0.6
9,1,"probe orentation contrst 15, luminance RGB (88,88,88)",50,10,1,0.1
